,dateYear,dateMonth,dateDay,rating,content,Processed
10,2018,12,28,4,초기때부터 아주 편리하게 잘 사용하고 있습니다. 개인적으로 제일 아쉬운 부분은 자주쓰는 계좌 등록이네요. 저축은행 등은 계좌번호만 보고는 헷갈리는 경우가 많아 자주쓰는 계좌를 구체적으로 관리할수 있었으면 좋겠습니다. 그리고 다른 가계부와 연동이 안돼서 불편한 정도. 차라리 가계부 어플을 하나 만들어주세요. 두가지만 보완되면 개인적으로 거의 완벽한 은행 앱입니다.,"['초기', '때', '부터', '아주', '편리하다', '자다', '사용', '하고', '있다', '개인', '적', '으로', '제일', '아쉽다', '부분', '은', '자주', '쓰다', '계좌', '등록', '이네', '요', '저축은행', '등', '은', '계좌', '번호', '만', '보고', '는', '헷갈리다', '경우', '가', '많다', '자주', '쓰다', '계좌', '를', '구체', '적', '으로', '관리', '하다', '있다', '좋다', '그리고', '다른', '가계부', '와', '연동', '이', '안', '돼다', '불편하다', '정도', '차라리', '가계부', '어플', '을', '하나', '만들다', '두', '가지', '만', '보완', '되다', '개인', '적', '으로', '거의', '완벽하다', '은행', '앱', '이다']"
11,2021,12,6,2,잘 사용해왔는데 최근 오류가 몇가지 생겼네요. 이체할때 계좌번호 입력창을 누르면 갑자기 카카오톡 패턴입력창이 뜹니다. 지문인식하거나 패턴입력하면 사라지긴 하는데 그때마다 조금 번거롭습니다. 또 와이파이는 멀쩡하고 제 집인데도 이체하기를 누르면 정보통신망에 문제가 있다는 알림창이 화면에 뜨면서 이체가 되지 않는군요. 두가지 오류 확인해주시기 바랍니다.,"['자다', '사용', '해오다', '최근', '오류', '가', '몇', '가지', '생기다', '이체', '하다', '때', '계좌', '번호', '입력', '창', '을', '누르다', '갑자기', '카카오', '톡', '패턴', '입력', '창', '이', '뜨다', '지', '문', '인식', '하', '거나', '패턴', '입력', '하', '면', '사라지다', '하다', '그때', '마다', '조금', '번거롭다', '또', '와이파이', '는', '멀쩡하다', '제', '지다', '이체', '하다', '누르다', '정보통신망', '에', '문제', '가', '있다', '알림', '창', '이', '화면', '에', '뜨다', '이체', '가', '되다', '않다', '두', '가지', '오류', '확인', '해주다', '바라다']"
12,2019,8,3,5,"처음 로그인하면 메인화면이 보이는데, 여기에 세이프박스가 같이 바로 보이니 의식하고 싶지 않아도 바로 꺼내서 써야겠다는 생각이 들게 되는 경우가 꽤 있었습니다. 메인화면에 보이는 항목들을 순서를 개인이 원하는대로 지정할 수 있거나, 메인화면에서 세이프박스를 보지 못하게 하고 따로 사이드메뉴를 통해서 들어갈 수 있도록 하는 '옵션'을 만들어주신다면 유용하게 쓸 수 있을 것 같습니다 ㅜ0ㅜ","['처음', '로그인', '하다', '메인', '화면', '이', '보이다', '여기', '에', '세이프', '박스', '가', '같이', '바로', '보이다', '의식', '하고', '싶다', '않다', '바로', '꺼내다', '써다', '생각', '이', '들다', '되다', '경우', '가', '꽤', '있다', '메인', '화면', '에', '보이다', '항목', '들', '을', '순서', '를', '개인', '이', '원하다', '지정', '하다', '수', '있다', '메인', '화면', '에서', '세이프', '박스', '를', '보지', '못', '하다', '하다', '따로', '사이드', '메뉴', '를', '통해', '서', '들어가다', '수', '있다', '하다', '옵션', '을', '만', '들어주다', '유용하다', '쓸다', '수', '있다', '것', '같다', 'ㅜㅜ']"
13,2019,2,27,5,"카뱅 수수료도 없고 너무 편해서 좋아요! 세이프박스에 금액을 넣을 때, 기존 금액을 수정하는 것도 좋지만 기존 금액에서 +30,000원 혹은 -50,000원 이런식으로 플러스 마이너스를 누르고 원하는 입출금 금액을 입력해서 자동으로 계산되어 처리되는 방식이 된다면 정말 편리할 것 같아요!","['카뱅', '수수료', '도', '없다', '너무', '편하다', '좋다', '세이프', '박스', '에', '금액', '을', '넣다', '때', '기존', '금액', '을', '수정', '하다', '것', '도', '좋다', '기존', '금액', '에서', '원', '혹은', '원', '이런', '식', '으로', '플러스', '마이너스', '를', '누르다', '원하다', '입출금', '금액', '을', '입력', '하다', '자동', '으로', '계산', '되어다', '처리', '되다', '방식', '이', '되다', '정말', '편리하다', '것', '같다']"
14,2021,9,30,1,아 좀 내부 메뉴 인터페이스 변경좀 적당히 하십쇼!!!! 어르신들은 적응할라치면 또 바꾸고 바꾸고..그러다가 인증 풀려서 재로그인 재등록 할때마다 전전긍긍하시는거 하나하나 다 도와드려야하고.. 제가봐도 바뀐화면 순간 적응 못해서 얼타는데 연세드신분들은 얼마나 힘들겠어요?!,"['아', '좀', '내부', '메뉴', '인터페이스', '변경', '좀', '적당하다', '하다', '쇼', '어르신', '들', '은', '적응하다', '치면', '또', '바꾸다', '바꾸다', '그러다가', '인증', '풀다', '재', '로그인', '재', '등록', '하다', '때', '마다', '전전긍긍', '하다', '하나', '하나', '다', '도', '와', '드리다', '제', '가보다', '바뀌다', '화면', '순간', '적응', '못', '하다', '얼', '타다', '연세', '들다', '분', '들', '은', '얼마나', '힘들다']"
15,2020,5,30,5,"안녕하세요. 저는 카카오뱅크 사용자 입니다. 카카오뱅크 정말 편리하고, 대단합니다. 임금할때 다른 곳에 돈을 넣어는데도 수수료는 안 받고, 교통카드로 사용하니까 편하고, 그리고 송금할때는 진짜 쉽고, 편해서 좋습니다. 앞으로 좋고, 편하게 만들기 바랍니다.(새로 업데이트 된 계좌바꾸기, 금액 안보이게 하는 기능을 써보니까 좋습니다.)","['안녕하다', '저', '는', '카카오', '뱅크', '사용자', '이다', '카카오', '뱅크', '정말', '편리하다', '대단하다', '임금', '하다', '때', '다른', '곳', '에', '돈', '을', '넣다', '수수료', '는', '안', '받다', '교통카드', '로', '사용', '하', '니까', '편하다', '그리고', '송금', '하다', '때', '는', '진짜', '쉬다', '편하다', '좋다', '앞', '으로', '좋다', '편하다', '만들기', '바라다', '새롭다', '업데이트', '되다', '계좌', '바꾸다', '금액', '안보', '이', '게', '하다', '기능', '을', '써다', '보', '니까', '좋다']"
16,2018,11,18,1,카카오뱅크 체크카드 이용하면서 어플리케이션 때문에 불편합니다. 어플을 켜면 실행이 안되고 꺼집니다. 핸드폰 잘못인가 다시 어플 지우고 깔아봐도 어느샌가 다시 실행이 안됩니다. 제 주변에서도 카뱅체크카드 이용하는 친구들이 있는데 몇명 같은 현상이 일어나 그냥 거래 안한다고 어플 삭제했답니다. 안정화 좀 해주시겠어요? 이러다 저도 거래 안하겠어요ㅎㅎ,"['카카오', '뱅크', '체크카드', '이용', '하다', '어플리케이션', '때문', '에', '불편하다', '어플', '을', '켜다', '실행', '이', '안되다', '꺼지다', '핸드폰', '잘못', '인가', '다시', '어플', '지우다', '깔다', '보다', '어느새다', '다시', '실행', '이', '안되다', '제', '주변', '에서도', '카뱅', '체크카드', '이용', '하다', '친구', '들', '이', '있다', '몇', '명', '같다', '현상', '이', '일어나다', '그냥', '거래', '안', '하다', '어플', '삭제', '하다', '안정화', '좀', '해주다', '이르다', '저', '도', '거래', '안', '하다', 'ㅎㅎ']"
17,2019,7,7,1,"기기변경 이후 개인인증을 번복하게해서 사용자체를 하기싫게 하네요 영상인증까지해놓고 자동으로 안내화면이 넘어가야지 왜이런부분이 연결이 안되고 일치되지않는거죠? 주변사람들 많이ㅆ는것같아 페이랑 같이 다시써볼까했는데 ux디자인하는사람으로써 너무 불편하고 인증과정이 불쾌합니다, 기술의 한계인가요?디자이너의 부재인가요?","['기기', '변경', '이후', '개인', '인증', '을', '번복', '하다', '하다', '사용', '자체', '를', '하다', '싫다', '하다', '영상', '인증', '까지', '하다', '자동', '으로', '안내', '화면', '이', '넘어가다', '왜', '이런', '부분', '이', '연결', '이', '안되다', '일치', '되다', '않다', '주변', '사람', '들', '많이', 'ㅆ', '늘다', '같다', '페이', '랑', '같이', '다시', '써다', '보다', '하다', '디자인', '하다', '사람', '으로써', '너무', '불편하다', '인증', '과정', '이', '불쾌하다', '기술', '의', '한계', '인가요', '디자이너', '의', '부재', '인가요']"
18,2020,10,7,1,카메라에 문제가 생겨서 가까운 것은 초점이 맞지 않아 촬영하지 못합니다. 주변을 좀만 넓게 해도 초점이 맞는데 신분증 인증이 자동 촬영이라 불가능하네요. 다른 인증 방법이나 촬영을 수동 촬영 모드도 가능했으면 합니다.,"['카메라', '에', '문제', '가', '생기다', '가깝다', '것', '은', '초점', '이', '맞다', '않다', '촬영', '하다', '못', '하다', '주변', '을', '좀', '만', '넓다', '해도', '초점', '이', '맞다', '신분증', '인증', '이', '자동', '촬영', '이라', '불가능하다', '다른', '인증', '방법', '이나', '촬영', '을', '수동', '촬영', '모드', '도', '가능하다', '하다']"
19,2020,12,2,4,"모임통장용으로 개설하며 쓰고 있습니다. 참가자들이 이력을 함께 볼수 있는 점이 좋았습니다. 다만, 메모기능이 있었으면 좋겠습니다. 예를들어 공금으로 쇼핑몰에서 물건을 구입했을때, 해당 쇼핑몰이름만 확인할수 있을뿐 어떤 목적으로 사용했는지 확인이 어렵습니다. 둘째로 이력을 클릭했을때 상세보기가 있었으면 좋겠습니다. 실수로라도 참가자 본인이름을 누락한채로 입금시 누가 입금했는지 후에 알기가 어렵습니다. 적어도 입금에 관련해서는 누가, 어느 통장에서 입금했는지에 대한 상세 정보가 표출되었으면 좋겠습니다.","['모임', '통장', '용', '으로', '개설', '하다', '쓰다', '있다', '참가자', '들', '이', '이력', '을', '함께', '보다', '있다', '점', '이', '좋다', '다만', '메모', '기능', '이', '있다', '좋다', '예', '를', '들다', '공금', '으로', '쇼핑몰', '에서', '물건', '을', '구입', '하다', '때', '해당', '쇼핑몰', '이름', '만', '확인', '하다', '있다', '뿐', '어떻다', '목적', '으로', '사용', '하다', '확인', '이', '어렵다', '둘째', '로', '이력', '을', '클릭', '하다', '때', '상세', '보기', '가', '있다', '좋다', '실수', '로라', '도', '참가자', '본인', '이름', '을', '누락', '한', '채', '로', '입금', '시', '누가', '입금', '하다', '후', '에', '알기', '가', '어렵다', '적어도', '입금', '에', '관련', '하다', '누가', '어느', '통장', '에서', '입금', '하다', '대한', '상세', '정보', '가', '표', '추다', '되어다', '좋다']"
20,2019,9,5,1,"계속 챗봇 전환되는것도 너무 번거롭고, 심사 결과를 문자로만 알려줘서 해외에 있는 사람은 못 받아보는 점도 답답합니다. 계좌중지될거란 이메일 문자도 따로못 받았는데 중지돼있고, 외환거래 계좌로 등록은 되고 여러모로 개선이 필요한 부분이 많아 보이네요. 아주 실망스럽습니다.","['계속', '챗봇', '전환', '되다', '너무', '번거롭다', '심사', '결과', '를', '문자', '로만', '알다', '해외', '에', '있다', '사람', '은', '못', '받다', '보다', '점도', '답답하다', '계좌', '중', '지', '되다', '이메일', '문자', '도', '따로', '못', '받다', '중지', '돼다', '외환거래', '계좌', '로', '등록', '은', '되다', '여러', '모로', '개선', '이', '필요하다', '부분', '이', '많다', '보이다', '아주', '실망', '스럽다']"
21,2021,8,21,1,업데이트가 떠서 눌렀는데 하루동안 진행이 안되서 폰도 재부팅해보고 여러 방법을 시도해 보았으나 진행이 안됩니다. 최후의 방법으로 앱 제거 후 설치 눌러보았으나 진행이 안됩니다.. 카뱅을 주거래은행으로 사용중이어서 굉장히 난감한 상황입니다. 해결좀 해주세요..,"['업데이트', '가', '뜨다', '누르다', '하루', '동안', '진행', '이', '안되다', '폰', '도', '재부팅', '해보다', '여러', '방법', '을', '시도', '하다', '보다', '진행', '이', '안되다', '최후', '의', '방법', '으로', '앱', '제거', '후', '설치', '누르다', '보다', '진행', '이', '안되다', '카뱅', '을', '주', '거래', '은행', '으로', '사용', '중', '이어서', '굉장하다', '난감하다', '상황', '이다', '해결', '좀', '해주다']"
22,2018,10,15,4,지문관리에서 지문으로 로그인과 지문으로 이체거래사용 모두 켜져있지만 로그인할때는 지문인식이 되지만 계좌 이체시 생채인증(지문인식)창이 뜨지 않고 바로 번호누르는 화면으로 넘어가네요.. 수정 부탁드립니다. 앱은 항상 잘쓰고 있어요!,"['지', '문', '관리', '에서', '지문', '으로', '로그인', '과', '지문', '으로', '이체', '거래', '사용', '모두', '켜다', '로그', '인하다', '때', '는', '지', '문', '인식', '이', '되다', '계좌', '이체', '시', '생채', '인증', '지', '문', '인식', '창', '이', '뜨다', '않다', '바로', '번호', '누르다', '화면', '으로', '넘어가다', '수정', '부탁드리다', '앱', '은', '항상', '잘쓰다', '있다']"
23,2019,2,14,5,"노트9 안드로이드 파이버전입니다. 몇일전부터 계속 ""기기의 지문정보가 변경되어 지문 인증을 사용할 수 없습니다"" 메세지가 나와서 지문 재등록 하고 사용하다가 또 몇시간이나 하루 간격으로 이 메세지가 수시로 떠서 다시 재등록하곤 합니다. 왜 이런지요? 앱을 지우고 다시 설치해도 동일합니다.","['노트', '안드로이드', '파이', '버전', '이다', '몇', '일전', '부터', '계속', '기기', '의', '지', '문', '정보', '가', '변경', '되어다', '지문', '인증', '을', '사용', '하다', '수', '없다', '메세지', '가', '나오다', '지문', '재', '등록', '하다', '사용', '하다', '또', '몇', '시간', '이나', '하루', '간격', '으로', '이', '메세지', '가', '수시로', '뜨다', '다시', '재', '등록', '하', '곤', '하다', '왜', '이렇다', '앱', '을', '지우다', '다시', '설치', '하다', '동일하다']"
24,2020,1,5,3,"아직까지는 큰오류없이 사용중입니다. 다만 최근 기능이 많아지면서 조심스러워지네요. 업데이트를 강요하지 않는것 또한 가산점. 구버전도 몇몇 특수기능 제외하고는 쓰는데 문제없습니다. 2020 01 06 기준, 업데이트 없이는 이체가 안됩니다. 별점하나 감점","['아직', '까지는', '크다', '오류', '없이', '사용', '중', '이다', '다만', '최근', '기능', '이', '많아지다', '조심스럽다', '업데이트', '를', '강요', '하다', '않다', '또한', '가산', '점', '구', '버전', '도', '몇몇', '특수', '기능', '제외', '하고는', '쓰다', '문제', '없다', '기준', '업데이트', '없다', '이체', '가', '안되다', '별', '점', '하', '나', '감점']"
25,2019,2,18,3,대체로 좋은데 불편한점이 하나 있네요. 이체할때 지문인증을 사용할수있도록 설정했는데 정작 이체 화면에서 지문인증 페이지가 뜨지않습니다. 그래서 항상 인증비밀번호를 입력해야해요. 지문인증 이체가 되는거면 되게해주시고 안되는거면 좀 설정에서 삭제해주세요,"['대체로', '좋다', '불편하다', '점', '이', '하나', '있다', '이체', '하다', '때', '지', '문', '인증', '을', '사용', '하다', '설정', '하다', '정작', '이체', '화면', '에서', '지문', '인증', '페이지', '가', '뜨다', '않다', '그래서', '항상', '인증', '비밀번호', '를', '입력', '하다', '해', '요', '지문', '인증', '이체', '가', '되다', '되게', '해주시', '고', '안되다', '좀', '설정', '에서', '삭제', '해주다']"
26,2020,4,27,1,나이들어 눈나쁜 사람들 좀 생각하고 앱 좀 만들어요. 이전 버전이 휠씬 가독성이 좋고 편합니다. 뭘 그렇게 한화면에 좁쌀만한 글자로 많은 것을 구현하려는지 말이죠. 글자 좀 크게 늘리는 기능을 좀 넣던지 해주세요.,"['나이', '들다', '눈', '나쁘다', '사람', '들', '좀', '생각', '하고', '앱', '좀', '만들다', '이전', '버전', '이', '휠씬', '가독성', '이', '좋다', '편하다', '뭘', '그렇게', '한', '화면', '에', '좁쌀', '만', '한', '글자', '로', '많다', '것', '을', '구현', '하다', '말', '이', '죠', '글자', '좀', '크게', '늘리다', '기능', '을', '좀', '넣다', '해주다']"
27,2021,12,19,5,"제가 방금 자유적금에 연결되어있는 입출금통장 비밀번호를 잊어버려서 재설정하기 위해 영상통화를 신청했는데요. 이 늦은 새벽시간임에도 불구하고 바로 전화가 오더라구요~너무 친절하기 통화연결 해주셨고, 본인이 잘만 사용하시면 이 앱을 유용하게 쓸 수 있어서 너무 좋은 앱이에요!!","['제', '가', '방금', '자유적금', '에', '연결', '되어다', '입출금', '통장', '비밀번호', '를', '잊어버리다', '재', '설정', '하다', '위해', '영상통화', '를', '신청', '하다', '이', '늦다', '새벽', '시간', '임', '에도', '불구', '하고', '바로', '전화', '가', '오다', '너무', '친절하다', '통화', '연결', '해주다', '본인', '이', '잘만', '사용', '하다', '이', '앱', '을', '유용하다', '쓸다', '수', '있다', '너무', '좋다', '앱', '이에요']"
28,2021,3,6,5,사용하기 너무 편한 카뱅 처음부터 지금 까지 너무 잘 쓰고 있습니다 근데 단 한가지 입출금 글씨 색을 조정 해주셨으면 합니다 잔액과 출금은 특징없는 검정색 입금은 파란색으로 표시 되고 있는데 그 파란색만 보면 가끔씩 가슴이 철렁철렁 합니다 부디 입금만이라도 붉은색으로 변경이 됐으면,"['사용', '하다', '너무', '편하다', '카뱅', '처음', '부터', '지금', '까지', '너무', '자다', '쓰다', '있다', '근데', '단', '한가지', '입출금', '글씨', '색', '을', '조정', '해주다', '하다', '잔액', '과', '출금', '은', '특징', '없다', '검정색', '입금', '은', '파란색', '으로', '표시', '되다', '있다', '그', '파란색', '만', '보다', '가끔', '씩', '가슴', '이', '철렁', '철렁', '하다', '부디', '입금', '만이라도', '붉다', '은색', '으로', '변경', '이', '돼다']"
